label,nose_x,nose_y,nose_z,nose_v,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_v,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_v,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_v,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_v,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_v,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_v,left_hip_x,left_hip_y,left_hip_z,left_hip_v,right_hip_x,right_hip_y,right_hip_z,right_hip_v,left_knee_x,left_knee_y,left_knee_z,left_knee_v,right_knee_x,right_knee_y,right_knee_z,right_knee_v,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_v,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_v,left_heel_x,left_heel_y,left_heel_z,left_heel_v,right_heel_x,right_heel_y,right_heel_z,right_heel_v,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_v,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_v
C,0.699921190738678,0.3770354688167572,-0.042657364159822464,0.9985261559486389,0.6488714814186096,0.31613585352897644,0.15120626986026764,0.9966798424720764,0.6471721529960632,0.2943613827228546,-0.1733541637659073,0.9986453056335449,0.6368695497512817,0.42550185322761536,0.21158738434314728,0.2845284044742584,0.6279444098472595,0.45005956292152405,-0.1715223342180252,0.9509763717651367,0.7066245079040527,0.4344235062599182,0.21010614931583405,0.3341546654701233,0.6969184875488281,0.45017778873443604,-0.045738447457551956,0.9348033666610718,0.5049596428871155,0.3004484176635742,0.09593314677476883,0.9984915852546692,0.50663822889328,0.2642901837825775,-0.09580600261688232,0.9974229335784912,0.39681991934776306,0.3417688012123108,0.030214669182896614,0.20018263161182404,0.38910481333732605,0.3240712583065033,-0.09476044774055481,0.6750069260597229,0.27798938751220703,0.3331011235713959,0.04549536481499672,0.26700934767723083,0.2697845697402954,0.33302542567253113,-0.07749851793050766,0.7393704056739807,0.25792813301086426,0.31548789143562317,0.04355177283287048,0.3203093409538269,0.2507994472980499,0.3185392916202545,-0.08108863234519958,0.7683824300765991,0.2761094272136688,0.4099440276622772,-0.022334596142172813,0.4624772071838379,0.2686120569705963,0.4202311933040619,-0.16707612574100494,0.7487933039665222
C,0.6998845934867859,0.37717628479003906,-0.04722132906317711,0.9982976913452148,0.6491243243217468,0.31787967681884766,0.14075946807861328,0.9966949820518494,0.6468350887298584,0.29391998052597046,-0.17735153436660767,0.9985041618347168,0.6365674138069153,0.42720332741737366,0.20348839461803436,0.29984891414642334,0.6269639134407043,0.4506709575653076,-0.17369836568832397,0.9490060806274414,0.7025254368782043,0.4347544014453888,0.20246784389019012,0.34855949878692627,0.6965818405151367,0.4503805637359619,-0.05395984649658203,0.9371455311775208,0.5067009329795837,0.3056867718696594,0.09491584450006485,0.9984744191169739,0.5072243213653564,0.2632541358470917,-0.09479323774576187,0.9973044395446777,0.3990190327167511,0.34513166546821594,0.0244858767837286,0.1937524527311325,0.390060156583786,0.32361698150634766,-0.10582181066274643,0.6529368758201599,0.2780681550502777,0.33300358057022095,0.03727966547012329,0.2516940236091614,0.26954367756843567,0.3325277268886566,-0.0916408821940422,0.7177025079727173,0.2581881880760193,0.3157625198364258,0.03520747646689415,0.30431386828422546,0.25060173869132996,0.3182167112827301,-0.09548873454332352,0.7523230314254761,0.27646857500076294,0.4084494411945343,-0.03205486014485359,0.44258323311805725,0.2685089409351349,0.41903170943260193,-0.1853848248720169,0.7305511236190796
C,0.6999938488006592,0.3774315416812897,-0.04713359847664833,0.998207151889801,0.6502096056938171,0.31879279017448425,0.14557340741157532,0.9964869618415833,0.6468250155448914,0.29444459080696106,-0.17864595353603363,0.9983420968055725,0.6367409825325012,0.4272982180118561,0.21170072257518768,0.29523441195487976,0.6274153590202332,0.44933611154556274,-0.1768980175256729,0.9477850198745728,0.7026844620704651,0.43484190106391907,0.2170223742723465,0.3523956835269928,0.6970451474189758,0.45073506236076355,-0.0532664991915226,0.9403096437454224,0.5068864226341248,0.30945396423339844,0.09514039754867554,0.9984697699546814,0.5070084929466248,0.26811057329177856,-0.09501401335000992,0.9972325563430786,0.39892706274986267,0.35024991631507874,0.027550430968403816,0.19216056168079376,0.39018329977989197,0.32628652453422546,-0.10284924507141113,0.6439841389656067,0.2778559625148773,0.3341905176639557,0.04353247955441475,0.2437979280948639,0.2694493532180786,0.3325127959251404,-0.0840277150273323,0.7070809602737427,0.2578177750110626,0.3211033046245575,0.041672736406326294,0.29740607738494873,0.2502807676792145,0.31970563530921936,-0.08744040876626968,0.7427725791931152,0.2762604057788849,0.4089218080043793,-0.025646397843956947,0.4276478588581085,0.26836106181144714,0.4177721440792084,-0.1768120974302292,0.7182429432868958
C,0.7009275555610657,0.37723737955093384,-0.04579302296042442,0.9981735348701477,0.6506986021995544,0.3220680058002472,0.1476866751909256,0.996341347694397,0.6468414068222046,0.29409080743789673,-0.1736740618944168,0.9982748627662659,0.6367502212524414,0.4278125464916229,0.21324890851974487,0.291286438703537,0.6274821162223816,0.4485626518726349,-0.1707683801651001,0.9473352432250977,0.7025353908538818,0.43503913283348083,0.2185235172510147,0.3477886915206909,0.6970128417015076,0.4507613778114319,-0.05098232626914978,0.9398302435874939,0.5083253383636475,0.3135446310043335,0.09517240524291992,0.9984657764434814,0.5078237652778625,0.26889821887016296,-0.09504403918981552,0.9972048997879028,0.39956292510032654,0.3528037965297699,0.022574814036488533,0.1917601078748703,0.3906979262828827,0.3273710012435913,-0.11020705103874207,0.6351932287216187,0.2778467833995819,0.3348061144351959,0.03691557049751282,0.24029289186000824,0.269557923078537,0.33264440298080444,-0.09209174662828445,0.699463427066803,0.2578718960285187,0.321247935295105,0.034871384501457214,0.2923291325569153,0.2503071427345276,0.320117712020874,-0.09553989768028259,0.7343514561653137,0.2761550843715668,0.41014912724494934,-0.03437749668955803,0.4211486279964447,0.26836690306663513,0.41783273220062256,-0.18802203238010406,0.7119547724723816
C,0.7023251056671143,0.37707576155662537,-0.052070777863264084,0.9981815814971924,0.6514634490013123,0.32460758090019226,0.14223474264144897,0.9963228702545166,0.6468740105628967,0.29282239079475403,-0.17734180390834808,0.9981966614723206,0.6369532942771912,0.42875924706459045,0.2047039270401001,0.29852357506752014,0.6273917555809021,0.44764479994773865,-0.1745091825723648,0.9474304914474487,0.7032375335693359,0.43541961908340454,0.20490384101867676,0.3586423099040985,0.6969217658042908,0.4509430229663849,-0.05817350745201111,0.9399626851081848,0.5093165040016174,0.31571924686431885,0.09508442878723145,0.9984229207038879,0.5084333419799805,0.26957178115844727,-0.09495862573385239,0.9971158504486084,0.4004073441028595,0.3536228835582733,0.02205081470310688,0.1934933066368103,0.39109158515930176,0.3288763165473938,-0.11061432212591171,0.6254353523254395,0.2781369686126709,0.3351527452468872,0.03835009038448334,0.2367805689573288,0.2697606682777405,0.3326781690120697,-0.09221891313791275,0.6883695125579834,0.2582155764102936,0.3212854564189911,0.036524947732686996,0.2857048809528351,0.2503460943698883,0.3196512758731842,-0.09575273841619492,0.7215595841407776,0.2762686014175415,0.41041234135627747,-0.032578252255916595,0.4143761992454529,0.2684028148651123,0.4178623557090759,-0.18787473440170288,0.7012938261032104
C,0.7025715708732605,0.3763047754764557,-0.06404165178537369,0.9981856942176819,0.6515175700187683,0.32422003149986267,0.13097061216831207,0.9962204098701477,0.6463026404380798,0.2925737798213959,-0.18639303743839264,0.9980694055557251,0.6370545029640198,0.4288766384124756,0.19490455090999603,0.30046769976615906,0.6271847486495972,0.4476650655269623,-0.18456684052944183,0.9467906951904297,0.7034230828285217,0.43538928031921387,0.19568085670471191,0.36595186591148376,0.6969394087791443,0.4509519338607788,-0.07174995541572571,0.9403839707374573,0.5093126893043518,0.3156144320964813,0.09479781985282898,0.9983903169631958,0.5083277821540833,0.27011042833328247,-0.09467963129281998,0.9970401525497437,0.4002634584903717,0.353350967168808,0.02497316710650921,0.19536112248897552,0.3910846412181854,0.3292614221572876,-0.10601241141557693,0.6273438334465027,0.2779841721057892,0.3349945545196533,0.04181967303156853,0.23767614364624023,0.2695586383342743,0.33262899518013,-0.08680536597967148,0.6883137822151184,0.2579931318759918,0.3209694027900696,0.04015820845961571,0.28515034914016724,0.25003722310066223,0.3193115293979645,-0.09034386277198792,0.7184138894081116,0.2763116657733917,0.41039255261421204,-0.02750379778444767,0.414671391248703,0.2684473693370819,0.41785627603530884,-0.1812838464975357,0.6991755962371826
C,0.7024217247962952,0.37561309337615967,-0.029007531702518463,0.9983444809913635,0.6507108211517334,0.32213786244392395,0.15563301742076874,0.9964569807052612,0.6463603973388672,0.2911439538002014,-0.15571589767932892,0.99819415807724,0.6371356844902039,0.42843279242515564,0.213542640209198,0.31210097670555115,0.6272115111351013,0.4473399519920349,-0.15554086863994598,0.9469749927520752,0.7031460404396057,0.4352806806564331,0.2134438008069992,0.38267868757247925,0.696918785572052,0.450939804315567,-0.04405231773853302,0.9412071704864502,0.5087546706199646,0.31428253650665283,0.09378481656312943,0.9984625577926636,0.5082405209541321,0.2699897289276123,-0.0936630591750145,0.9971930384635925,0.400041788816452,0.3525368273258209,0.021152356639504433,0.19329872727394104,0.39090344309806824,0.3289836645126343,-0.1045609638094902,0.6286543011665344,0.2778897285461426,0.3347538113594055,0.031252678483724594,0.23793552815914154,0.26940324902534485,0.33257386088371277,-0.09239035099744797,0.6909216046333313,0.2577238976955414,0.3205457627773285,0.028950052335858345,0.28625890612602234,0.2496601790189743,0.3192167282104492,-0.09640153497457504,0.7214371562004089,0.2762336730957031,0.4103350043296814,-0.039559077471494675,0.4181726574897766,0.26830747723579407,0.4179500341415405,-0.18615871667861938,0.7022458910942078
C,0.7023232579231262,0.37457025051116943,-0.035325463861227036,0.9984360337257385,0.650592565536499,0.3220575153827667,0.15222187340259552,0.9966157078742981,0.6461976766586304,0.289110004901886,-0.16158857941627502,0.9982531070709229,0.6372373104095459,0.4282628893852234,0.21093176305294037,0.3216785788536072,0.6272439956665039,0.44699612259864807,-0.16019493341445923,0.9475515484809875,0.7029041647911072,0.43531644344329834,0.2090844064950943,0.39598044753074646,0.69693922996521,0.4509696364402771,-0.04743574932217598,0.9423646926879883,0.5087829828262329,0.3141975402832031,0.09353483468294144,0.9985106587409973,0.5082604289054871,0.26976078748703003,-0.09341027587652206,0.9973046779632568,0.3996335566043854,0.351953387260437,0.02023187093436718,0.192143976688385,0.3908323347568512,0.3288993537425995,-0.10557156801223755,0.6294847130775452,0.27770063281059265,0.3345493674278259,0.03116745501756668,0.2387746274471283,0.2693353295326233,0.3325273394584656,-0.09303000569343567,0.693970799446106,0.25745531916618347,0.32042956352233887,0.028997255489230156,0.2873428761959076,0.24918030202388763,0.3194853961467743,-0.09709671139717102,0.724849283695221,0.2759914696216583,0.41041702032089233,-0.03972147777676582,0.42180517315864563,0.26809006929397583,0.41806575655937195,-0.18791741132736206,0.7055962681770325
C,0.7024138569831848,0.37338486313819885,-0.032633695751428604,0.9984995722770691,0.6504047513008118,0.3182263672351837,0.15636412799358368,0.9966118335723877,0.6461921334266663,0.2894812226295471,-0.16978400945663452,0.9983218908309937,0.6372993588447571,0.42731010913848877,0.22058461606502533,0.31683149933815,0.6274324059486389,0.446491003036499,-0.1696692258119583,0.9494417309761047,0.7016602158546448,0.43500474095344543,0.22668816149234772,0.3944397270679474,0.6969757676124573,0.4511713683605194,-0.055081773549318314,0.9445760846138,0.5082748532295227,0.31103578209877014,0.09474294632673264,0.9985626339912415,0.5080146193504333,0.2696463167667389,-0.09459850192070007,0.997411847114563,0.3987692594528198,0.3511727750301361,0.025494463741779327,0.19292378425598145,0.3908763825893402,0.3292296826839447,-0.1059282124042511,0.6428456902503967,0.27713742852211,0.3343435525894165,0.04280676320195198,0.2419874370098114,0.2693236172199249,0.33255213499069214,-0.09037569165229797,0.7063024044036865,0.25728097558021545,0.3201509416103363,0.04125387594103813,0.2935282289981842,0.24918711185455322,0.31976318359375,-0.09415456652641296,0.7364386916160583,0.27537834644317627,0.41049352288246155,-0.027411146089434624,0.4260062873363495,0.2679312229156494,0.4182283878326416,-0.18519264459609985,0.7152127027511597
C,0.702586829662323,0.37323135137557983,-0.04834136739373207,0.9985216856002808,0.6503114700317383,0.3178752660751343,0.1514510214328766,0.9967259168624878,0.6461276412010193,0.2904971241950989,-0.18737708032131195,0.9983795285224915,0.6372606158256531,0.4269425868988037,0.2196730524301529,0.32367873191833496,0.6275026798248291,0.44663235545158386,-0.19051454961299896,0.951327383518219,0.7008464336395264,0.43469735980033875,0.22340452671051025,0.41022631525993347,0.6969823837280273,0.45132139325141907,-0.08362074941396713,0.9483107328414917,0.5082275867462158,0.31044673919677734,0.09872117638587952,0.9986112713813782,0.5079194903373718,0.26934993267059326,-0.09856479614973068,0.9974561333656311,0.39840492606163025,0.35098183155059814,0.030456140637397766,0.20184408128261566,0.39073705673217773,0.32969221472740173,-0.11040601134300232,0.6620351076126099,0.2767728865146637,0.3340982496738434,0.054072439670562744,0.2530757486820221,0.2692532241344452,0.3326100707054138,-0.09092637896537781,0.7233155369758606,0.257112592458725,0.32006001472473145,0.05310054495930672,0.310445100069046,0.24916183948516846,0.3202819526195526,-0.09436655789613724,0.7512012720108032,0.2753334939479828,0.4103395640850067,-0.016889024525880814,0.43475693464279175,0.26811814308166504,0.41875380277633667,-0.18794302642345428,0.726934015750885
